angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.02,0.0,,,"[901, 252, 118, 148]","[266, 296, 86, 106]",,,0.0,0.0,,,0.02,0.0,,,0.22,0.99,,,0.63,0.0,,,0.09,0.0,,,0.01,0.0,,
0.02,0.0,,,"[901, 252, 118, 148]","[267, 295, 85, 106]",,,0.0,0.0,,,0.02,0.0,,,0.22,0.99,,,0.63,0.01,,,0.09,0.0,,,0.01,0.0,,
0.02,0.0,,,"[902, 252, 118, 148]","[264, 293, 89, 111]",,,0.0,0.0,,,0.03,0.0,,,0.19,1.0,,,0.65,0.0,,,0.11,0.0,,,0.01,0.0,,
0.02,0.0,,,"[902, 252, 118, 148]","[264, 293, 89, 111]",,,0.0,0.0,,,0.03,0.0,,,0.19,1.0,,,0.65,0.0,,,0.1,0.0,,,0.01,0.0,,
0.03,0.0,0.15,,"[901, 252, 118, 147]","[264, 293, 88, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.03,0.0,0.08,,0.16,1.0,0.18,,0.65,0.0,0.22,,0.12,0.0,0.33,,0.01,0.0,0.03,
0.03,0.0,0.15,,"[901, 252, 118, 147]","[264, 293, 88, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.03,0.0,0.08,,0.16,1.0,0.18,,0.65,0.0,0.22,,0.12,0.0,0.33,,0.01,0.0,0.03,
0.03,0.0,0.15,,"[901, 252, 118, 147]","[264, 293, 88, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.03,0.0,0.08,,0.16,1.0,0.18,,0.65,0.0,0.22,,0.12,0.0,0.33,,0.01,0.0,0.03,
0.03,0.0,0.15,,"[901, 252, 118, 147]","[264, 293, 88, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.03,0.0,0.08,,0.16,1.0,0.18,,0.65,0.0,0.22,,0.12,0.0,0.33,,0.01,0.0,0.03,
0.03,0.0,0.15,,"[901, 252, 118, 147]","[264, 293, 88, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.03,0.0,0.08,,0.16,1.0,0.18,,0.65,0.0,0.22,,0.12,0.0,0.33,,0.01,0.0,0.03,
0.03,0.0,0.15,,"[903, 256, 117, 147]","[263, 293, 90, 110]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.02,0.0,0.08,,0.03,1.0,0.18,,0.86,0.0,0.22,,0.06,0.0,0.33,,0.01,0.0,0.03,
0.03,0.0,0.15,,"[903, 256, 117, 147]","[263, 294, 88, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.02,0.0,0.08,,0.03,1.0,0.18,,0.86,0.0,0.22,,0.06,0.0,0.33,,0.01,0.0,0.03,
0.03,0.0,0.15,,"[903, 256, 117, 147]","[263, 293, 90, 110]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.02,0.0,0.08,,0.03,1.0,0.18,,0.85,0.0,0.22,,0.06,0.0,0.33,,0.01,0.0,0.03,
0.03,0.0,0.16,,"[903, 256, 117, 147]","[265, 296, 87, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.03,1.0,0.17,,0.85,0.0,0.2,,0.06,0.0,0.37,,0.01,0.0,0.02,
0.03,0.0,0.16,,"[903, 256, 117, 147]","[265, 296, 87, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.03,1.0,0.17,,0.85,0.0,0.2,,0.06,0.0,0.37,,0.01,0.0,0.02,
0.03,0.0,0.16,,"[903, 256, 117, 147]","[265, 296, 87, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.03,1.0,0.17,,0.85,0.0,0.2,,0.06,0.0,0.37,,0.01,0.0,0.02,
0.03,0.0,0.16,,"[903, 256, 117, 147]","[265, 296, 87, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.03,1.0,0.17,,0.85,0.0,0.2,,0.06,0.0,0.37,,0.01,0.0,0.02,
0.03,0.0,0.16,,"[903, 256, 117, 147]","[265, 296, 87, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.03,1.0,0.17,,0.85,0.0,0.2,,0.06,0.0,0.37,,0.01,0.0,0.02,
0.03,0.0,0.16,,"[903, 256, 117, 147]","[265, 296, 87, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.03,1.0,0.17,,0.85,0.0,0.2,,0.06,0.0,0.37,,0.01,0.0,0.02,
0.03,0.0,0.16,,"[903, 256, 117, 147]","[265, 296, 87, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.03,1.0,0.17,,0.85,0.0,0.2,,0.06,0.0,0.37,,0.01,0.0,0.02,
0.03,0.0,0.16,,"[903, 256, 117, 147]","[265, 296, 87, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.03,1.0,0.17,,0.85,0.0,0.2,,0.06,0.0,0.37,,0.01,0.0,0.02,
0.03,0.0,0.16,,"[903, 256, 117, 147]","[265, 296, 87, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.03,1.0,0.17,,0.85,0.0,0.2,,0.06,0.0,0.37,,0.01,0.0,0.02,
0.03,0.0,0.16,,"[903, 256, 117, 147]","[265, 296, 87, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.03,1.0,0.17,,0.85,0.0,0.2,,0.06,0.0,0.37,,0.01,0.0,0.02,
0.03,0.0,0.14,,"[903, 256, 117, 147]","[265, 296, 87, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.07,,0.03,1.0,0.19,,0.85,0.0,0.2,,0.06,0.0,0.37,,0.01,0.0,0.02,
0.23,0.0,,,"[917, 297, 128, 159]","[263, 292, 89, 112]",,,0.03,0.0,,,0.41,0.0,,,0.03,1.0,,,0.11,0.0,,,0.17,0.0,,,0.02,0.0,,
0.21,0.0,,,"[916, 297, 129, 160]","[263, 292, 89, 112]",,,0.03,0.0,,,0.38,0.0,,,0.03,1.0,,,0.1,0.0,,,0.21,0.0,,,0.02,0.0,,
0.21,0.0,,,"[916, 297, 129, 160]","[263, 292, 89, 112]",,,0.03,0.0,,,0.38,0.0,,,0.03,1.0,,,0.1,0.0,,,0.21,0.0,,,0.02,0.0,,
0.21,0.0,,,"[916, 297, 129, 160]","[263, 292, 89, 112]",,,0.03,0.0,,,0.38,0.0,,,0.03,1.0,,,0.1,0.0,,,0.21,0.0,,,0.02,0.0,,
0.25,0.0,0.13,,"[911, 292, 128, 159]","[267, 297, 84, 106]","[1231, 123, 11, 14]",,0.03,0.0,0.0,,0.37,0.0,0.07,,0.08,0.99,0.22,,0.06,0.0,0.19,,0.18,0.0,0.37,,0.02,0.0,0.01,
0.2,0.0,0.13,,"[911, 292, 129, 160]","[267, 297, 84, 106]","[1231, 123, 11, 14]",,0.03,0.0,0.0,,0.46,0.0,0.07,,0.04,1.0,0.22,,0.09,0.0,0.19,,0.15,0.0,0.37,,0.04,0.0,0.01,
0.21,0.0,0.13,,"[911, 292, 129, 160]","[267, 297, 84, 106]","[1231, 123, 11, 14]",,0.03,0.0,0.0,,0.44,0.0,0.07,,0.04,1.0,0.22,,0.1,0.0,0.19,,0.12,0.0,0.37,,0.06,0.0,0.01,
0.18,0.0,0.13,,"[911, 292, 130, 161]","[267, 297, 84, 106]","[1231, 123, 11, 14]",,0.03,0.0,0.0,,0.49,0.0,0.07,,0.03,1.0,0.22,,0.11,0.0,0.19,,0.12,0.0,0.37,,0.03,0.0,0.01,
0.18,0.0,0.13,,"[904, 270, 124, 158]","[267, 297, 84, 106]","[1231, 123, 11, 14]",,0.01,0.0,0.0,,0.25,0.0,0.07,,0.16,1.0,0.22,,0.2,0.0,0.19,,0.17,0.0,0.38,,0.03,0.0,0.01,
0.18,0.0,0.13,,"[904, 270, 124, 158]","[267, 297, 84, 106]","[1231, 123, 11, 14]",,0.01,0.0,0.0,,0.25,0.0,0.07,,0.16,1.0,0.22,,0.2,0.0,0.19,,0.17,0.0,0.38,,0.03,0.0,0.01,
0.18,0.0,0.13,,"[904, 270, 124, 158]","[267, 297, 84, 106]","[1231, 123, 11, 14]",,0.01,0.0,0.0,,0.25,0.0,0.07,,0.16,1.0,0.22,,0.2,0.0,0.19,,0.17,0.0,0.38,,0.03,0.0,0.01,
0.18,0.0,0.13,,"[904, 270, 124, 158]","[267, 297, 84, 106]","[1231, 123, 11, 14]",,0.01,0.0,0.0,,0.25,0.0,0.07,,0.16,1.0,0.22,,0.2,0.0,0.19,,0.17,0.0,0.38,,0.03,0.0,0.01,
0.18,0.0,0.13,,"[904, 270, 124, 158]","[267, 297, 84, 106]","[1231, 123, 11, 14]",,0.01,0.0,0.0,,0.25,0.0,0.07,,0.16,1.0,0.22,,0.2,0.0,0.19,,0.17,0.0,0.38,,0.03,0.0,0.01,
0.12,0.0,0.13,,"[906, 250, 120, 150]","[263, 292, 89, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.07,0.0,0.07,,0.07,0.91,0.22,,0.56,0.09,0.19,,0.18,0.0,0.38,,0.0,0.0,0.01,
0.14,0.0,0.13,,"[907, 251, 118, 147]","[263, 293, 89, 111]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.08,0.0,0.07,,0.03,0.91,0.22,,0.54,0.08,0.19,,0.22,0.0,0.38,,0.0,0.0,0.01,
0.14,0.0,0.13,,"[907, 251, 118, 147]","[263, 293, 89, 111]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.08,0.0,0.07,,0.03,0.91,0.22,,0.54,0.08,0.19,,0.22,0.0,0.38,,0.0,0.0,0.01,
0.14,0.0,0.13,,"[907, 251, 118, 147]","[263, 293, 89, 111]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.08,0.0,0.07,,0.03,0.91,0.22,,0.54,0.08,0.19,,0.22,0.0,0.38,,0.0,0.0,0.01,
0.14,0.0,0.13,,"[907, 251, 118, 147]","[263, 293, 89, 111]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.08,0.0,0.07,,0.03,0.91,0.22,,0.54,0.08,0.19,,0.22,0.0,0.38,,0.0,0.0,0.01,
0.1,0.0,,,"[907, 250, 118, 147]","[263, 293, 88, 111]",,,0.0,0.0,,,0.09,0.0,,,0.03,0.85,,,0.49,0.14,,,0.27,0.01,,,0.01,0.0,,
0.11,0.0,,,"[907, 251, 118, 147]","[262, 293, 90, 110]",,,0.0,0.0,,,0.09,0.0,,,0.03,0.8,,,0.52,0.18,,,0.24,0.01,,,0.0,0.0,,
0.11,0.0,,,"[907, 251, 118, 147]","[262, 293, 90, 110]",,,0.0,0.0,,,0.09,0.0,,,0.03,0.8,,,0.51,0.18,,,0.25,0.01,,,0.0,0.0,,
0.11,0.0,,,"[907, 251, 118, 147]","[262, 293, 90, 110]",,,0.0,0.0,,,0.09,0.0,,,0.03,0.8,,,0.51,0.18,,,0.25,0.01,,,0.0,0.0,,
0.11,0.0,,,"[907, 251, 118, 147]","[262, 293, 90, 110]",,,0.0,0.0,,,0.09,0.0,,,0.03,0.8,,,0.51,0.18,,,0.25,0.01,,,0.0,0.0,,
0.11,0.0,,,"[907, 251, 118, 147]","[262, 293, 90, 110]",,,0.0,0.0,,,0.09,0.0,,,0.03,0.8,,,0.51,0.18,,,0.25,0.01,,,0.0,0.0,,
0.11,0.0,,,"[907, 251, 118, 147]","[262, 293, 90, 110]",,,0.0,0.0,,,0.09,0.0,,,0.03,0.8,,,0.51,0.18,,,0.25,0.01,,,0.0,0.0,,
0.11,0.0,,,"[907, 251, 118, 147]","[262, 293, 90, 110]",,,0.0,0.0,,,0.09,0.0,,,0.03,0.8,,,0.51,0.18,,,0.25,0.01,,,0.0,0.0,,
0.11,0.0,,,"[907, 251, 118, 147]","[262, 293, 90, 110]",,,0.0,0.0,,,0.09,0.0,,,0.03,0.8,,,0.51,0.18,,,0.25,0.01,,,0.0,0.0,,
0.11,0.0,,,"[907, 251, 118, 147]","[262, 293, 90, 110]",,,0.0,0.0,,,0.09,0.0,,,0.03,0.8,,,0.51,0.18,,,0.25,0.01,,,0.0,0.0,,
0.04,0.01,0.13,,"[907, 251, 117, 149]","[267, 297, 83, 103]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.03,0.0,0.09,,0.05,0.67,0.18,,0.8,0.3,0.25,,0.08,0.02,0.33,,0.0,0.0,0.02,
0.04,0.01,0.13,,"[907, 251, 117, 149]","[267, 297, 83, 103]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.03,0.0,0.09,,0.05,0.67,0.18,,0.8,0.3,0.25,,0.08,0.02,0.33,,0.0,0.0,0.02,
0.04,0.01,0.12,,"[907, 251, 117, 149]","[267, 297, 83, 103]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.03,0.0,0.09,,0.05,0.67,0.19,,0.8,0.3,0.24,,0.08,0.02,0.33,,0.0,0.0,0.02,
0.03,0.01,,,"[905, 250, 119, 149]","[267, 297, 84, 104]",,,0.0,0.0,,,0.03,0.0,,,0.03,0.63,,,0.78,0.34,,,0.12,0.02,,,0.01,0.0,,
0.03,0.01,,,"[903, 249, 119, 145]","[268, 295, 87, 105]",,,0.0,0.0,,,0.04,0.01,,,0.02,0.47,,,0.83,0.48,,,0.09,0.04,,,0.01,0.0,,
0.03,0.01,,,"[901, 245, 121, 147]","[268, 296, 84, 105]",,,0.0,0.0,,,0.04,0.01,,,0.01,0.57,,,0.85,0.4,,,0.07,0.02,,,0.01,0.0,,
0.04,0.0,,,"[902, 245, 120, 147]","[268, 296, 83, 105]",,,0.0,0.0,,,0.04,0.0,,,0.02,0.73,,,0.83,0.25,,,0.06,0.01,,,0.01,0.0,,
0.04,0.01,,,"[902, 245, 120, 148]","[269, 296, 83, 104]",,,0.0,0.0,,,0.03,0.01,,,0.02,0.72,,,0.82,0.24,,,0.08,0.02,,,0.0,0.0,,
0.04,0.01,,,"[902, 245, 120, 148]","[269, 296, 83, 104]",,,0.0,0.0,,,0.03,0.01,,,0.02,0.72,,,0.82,0.25,,,0.08,0.02,,,0.0,0.0,,
0.04,0.0,,,"[902, 245, 120, 148]","[268, 297, 83, 104]",,,0.0,0.0,,,0.03,0.0,,,0.02,0.72,,,0.82,0.26,,,0.08,0.01,,,0.0,0.0,,
0.07,0.01,,,"[899, 246, 122, 151]","[268, 296, 86, 105]",,,0.0,0.0,,,0.06,0.0,,,0.05,0.77,,,0.75,0.2,,,0.07,0.02,,,0.01,0.0,,
0.13,0.01,,,"[899, 247, 121, 151]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.77,,,0.65,0.2,,,0.12,0.02,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.23,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.24,0.0,,,"[898, 247, 123, 152]","[268, 296, 86, 105]",,,0.0,0.0,,,0.07,0.0,,,0.02,0.8,,,0.5,0.17,,,0.16,0.01,,,0.0,0.0,,
0.06,0.0,0.12,,"[901, 244, 123, 154]","[267, 296, 87, 106]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.03,0.0,0.08,,0.06,0.83,0.16,,0.76,0.15,0.23,,0.09,0.01,0.39,,0.01,0.0,0.02,
0.06,0.0,0.12,,"[901, 245, 123, 153]","[266, 297, 88, 107]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.02,0.0,0.08,,0.05,0.77,0.16,,0.77,0.21,0.23,,0.09,0.01,0.39,,0.0,0.0,0.02,
0.02,0.0,0.12,,"[902, 245, 123, 151]","[265, 292, 89, 111]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.01,0.0,0.08,,0.1,0.95,0.18,,0.82,0.05,0.2,,0.05,0.0,0.39,,0.0,0.0,0.02,
0.03,0.0,0.12,,"[902, 244, 123, 151]","[267, 296, 87, 106]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.01,0.0,0.08,,0.07,0.91,0.18,,0.86,0.08,0.2,,0.03,0.01,0.4,,0.0,0.0,0.02,
0.02,0.0,,,"[901, 245, 124, 151]","[268, 297, 85, 104]",,,0.0,0.0,,,0.01,0.0,,,0.11,0.91,,,0.81,0.08,,,0.05,0.01,,,0.0,0.0,,
0.03,0.0,,,"[901, 245, 124, 151]","[268, 297, 86, 104]",,,0.0,0.0,,,0.01,0.0,,,0.1,0.92,,,0.81,0.07,,,0.05,0.01,,,0.0,0.0,,
0.02,0.0,,,"[902, 244, 122, 152]","[267, 296, 87, 106]",,,0.0,0.0,,,0.01,0.0,,,0.07,0.92,,,0.85,0.07,,,0.04,0.0,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[266, 297, 87, 105]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.94,,,0.84,0.06,,,0.06,0.01,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[266, 297, 86, 106]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.95,,,0.84,0.04,,,0.06,0.01,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[267, 297, 85, 106]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.96,,,0.84,0.04,,,0.06,0.0,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[267, 299, 86, 103]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.95,,,0.84,0.04,,,0.06,0.01,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[267, 299, 86, 103]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.95,,,0.84,0.04,,,0.06,0.01,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[267, 299, 86, 103]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.95,,,0.84,0.04,,,0.06,0.01,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[267, 299, 86, 103]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.95,,,0.84,0.04,,,0.06,0.01,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[267, 299, 86, 103]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.95,,,0.84,0.04,,,0.06,0.01,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[267, 299, 86, 103]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.95,,,0.84,0.04,,,0.06,0.01,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[267, 299, 86, 103]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.95,,,0.84,0.04,,,0.06,0.01,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[267, 299, 86, 103]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.95,,,0.84,0.04,,,0.06,0.01,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[267, 299, 86, 103]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.95,,,0.84,0.04,,,0.06,0.01,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[267, 299, 86, 103]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.95,,,0.84,0.04,,,0.06,0.01,,,0.0,0.0,,
0.02,0.0,,,"[901, 244, 123, 152]","[267, 299, 86, 103]",,,0.0,0.0,,,0.01,0.0,,,0.06,0.96,,,0.84,0.04,,,0.06,0.01,,,0.0,0.0,,
0.03,0.0,,,"[903, 247, 121, 154]","[266, 295, 89, 108]",,,0.0,0.0,,,0.02,0.0,,,0.15,0.91,,,0.74,0.09,,,0.06,0.0,,,0.0,0.0,,
0.03,0.0,,,"[903, 247, 121, 155]","[267, 298, 86, 106]",,,0.0,0.0,,,0.02,0.0,,,0.16,0.96,,,0.74,0.04,,,0.06,0.0,,,0.0,0.0,,
0.03,0.0,,,"[903, 247, 121, 155]","[267, 298, 86, 106]",,,0.0,0.0,,,0.02,0.0,,,0.15,0.96,,,0.74,0.04,,,0.06,0.0,,,0.0,0.0,,
0.04,0.0,,,"[903, 247, 122, 155]","[268, 297, 86, 105]",,,0.0,0.0,,,0.01,0.0,,,0.19,0.95,,,0.72,0.04,,,0.04,0.0,,,0.0,0.0,,
0.03,0.0,,,"[901, 249, 121, 152]","[267, 297, 86, 107]",,,0.0,0.0,,,0.01,0.0,,,0.2,0.97,,,0.72,0.03,,,0.04,0.0,,,0.0,0.0,,
0.03,0.0,,,"[901, 248, 122, 158]","[267, 297, 86, 107]",,,0.0,0.0,,,0.01,0.0,,,0.09,0.97,,,0.82,0.03,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[901, 248, 122, 158]","[267, 297, 86, 107]",,,0.0,0.0,,,0.01,0.0,,,0.09,0.97,,,0.82,0.03,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[901, 248, 122, 158]","[267, 297, 86, 107]",,,0.0,0.0,,,0.01,0.0,,,0.09,0.97,,,0.82,0.03,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[901, 248, 122, 158]","[267, 297, 86, 107]",,,0.0,0.0,,,0.01,0.0,,,0.09,0.97,,,0.82,0.03,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[901, 248, 122, 158]","[267, 297, 86, 107]",,,0.0,0.0,,,0.01,0.0,,,0.09,0.97,,,0.82,0.03,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[901, 248, 122, 158]","[267, 297, 86, 107]",,,0.0,0.0,,,0.01,0.0,,,0.09,0.97,,,0.82,0.03,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[901, 248, 122, 158]","[267, 297, 86, 107]",,,0.0,0.0,,,0.01,0.0,,,0.09,0.97,,,0.82,0.03,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 242, 126, 156]","[266, 297, 87, 108]",,,0.0,0.0,,,0.01,0.0,,,0.08,0.98,,,0.84,0.02,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 242, 126, 156]","[266, 297, 87, 108]",,,0.0,0.0,,,0.01,0.0,,,0.08,0.98,,,0.84,0.02,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 242, 126, 156]","[266, 297, 87, 108]",,,0.0,0.0,,,0.01,0.0,,,0.08,0.98,,,0.84,0.02,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 242, 126, 156]","[266, 297, 87, 108]",,,0.0,0.0,,,0.01,0.0,,,0.08,0.98,,,0.84,0.02,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 242, 126, 156]","[266, 297, 87, 108]",,,0.0,0.0,,,0.01,0.0,,,0.08,0.98,,,0.84,0.02,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 242, 126, 156]","[266, 297, 87, 108]",,,0.0,0.0,,,0.01,0.0,,,0.08,0.98,,,0.84,0.02,,,0.05,0.0,,,0.0,0.0,,
0.02,0.0,,,"[897, 242, 127, 156]","[266, 297, 87, 108]",,,0.0,0.0,,,0.01,0.0,,,0.05,0.98,,,0.86,0.01,,,0.05,0.0,,,0.0,0.0,,
0.02,0.0,,,"[897, 242, 127, 156]","[266, 297, 87, 108]",,,0.0,0.0,,,0.01,0.0,,,0.05,0.98,,,0.86,0.02,,,0.05,0.0,,,0.0,0.0,,
0.02,0.0,,,"[897, 242, 127, 156]","[266, 296, 88, 109]",,,0.0,0.0,,,0.01,0.0,,,0.05,0.98,,,0.86,0.02,,,0.05,0.0,,,0.0,0.0,,
0.02,0.0,,,"[897, 242, 127, 156]","[266, 296, 88, 109]",,,0.0,0.0,,,0.01,0.0,,,0.05,0.98,,,0.87,0.02,,,0.05,0.0,,,0.0,0.0,,
0.02,0.0,,,"[897, 242, 127, 156]","[266, 296, 88, 109]",,,0.0,0.0,,,0.01,0.0,,,0.05,0.98,,,0.87,0.02,,,0.05,0.0,,,0.0,0.0,,
0.01,0.0,,,"[893, 244, 127, 160]","[265, 297, 88, 108]",,,0.0,0.0,,,0.01,0.0,,,0.04,0.99,,,0.87,0.01,,,0.07,0.0,,,0.0,0.0,,
0.01,0.0,,,"[893, 244, 127, 160]","[265, 297, 88, 108]",,,0.0,0.0,,,0.01,0.0,,,0.04,0.99,,,0.87,0.01,,,0.07,0.0,,,0.0,0.0,,
