angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.06,0.0,0.07,,"[899, 245, 118, 147]","[268, 297, 86, 107]","[1231, 124, 10, 14]",,0.0,0.0,0.01,,0.03,0.0,0.05,,0.01,0.9,0.03,,0.82,0.1,0.17,,0.08,0.0,0.67,,0.0,0.0,0.01,
0.1,0.0,0.07,,"[899, 245, 117, 147]","[270, 301, 84, 104]","[1231, 124, 10, 14]",,0.0,0.0,0.01,,0.08,0.0,0.05,,0.01,0.9,0.03,,0.71,0.1,0.17,,0.1,0.0,0.67,,0.01,0.0,0.01,
0.11,0.0,0.07,,"[901, 245, 115, 148]","[267, 298, 89, 109]","[1231, 124, 10, 14]",,0.0,0.0,0.01,,0.11,0.0,0.05,,0.01,0.88,0.03,,0.62,0.12,0.17,,0.16,0.0,0.67,,0.0,0.0,0.01,
0.11,0.0,0.09,,"[901, 245, 115, 148]","[267, 297, 89, 111]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.11,0.0,0.05,,0.01,0.9,0.19,,0.61,0.1,0.21,,0.16,0.0,0.45,,0.0,0.0,0.01,
0.11,0.0,0.09,,"[901, 245, 115, 148]","[267, 297, 89, 111]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.1,0.0,0.05,,0.01,0.9,0.19,,0.61,0.1,0.21,,0.16,0.0,0.45,,0.0,0.0,0.01,
0.11,0.0,0.09,,"[901, 245, 115, 148]","[267, 297, 89, 111]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.1,0.0,0.05,,0.01,0.89,0.19,,0.61,0.11,0.21,,0.16,0.0,0.45,,0.0,0.0,0.01,
0.07,0.0,0.09,,"[901, 253, 115, 147]","[267, 298, 88, 109]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.06,0.0,0.05,,0.0,0.78,0.19,,0.81,0.21,0.21,,0.06,0.0,0.45,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[901, 251, 117, 150]","[267, 299, 87, 107]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.03,0.0,0.05,,0.0,0.75,0.19,,0.88,0.24,0.21,,0.04,0.01,0.45,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[901, 251, 117, 150]","[267, 299, 87, 107]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.03,0.0,0.05,,0.0,0.75,0.19,,0.88,0.24,0.21,,0.04,0.01,0.45,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[901, 251, 117, 150]","[267, 299, 87, 107]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.03,0.0,0.05,,0.0,0.75,0.19,,0.88,0.24,0.21,,0.04,0.01,0.45,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[901, 251, 117, 150]","[267, 299, 87, 107]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.03,0.0,0.05,,0.0,0.75,0.19,,0.88,0.24,0.21,,0.04,0.01,0.45,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[901, 251, 117, 150]","[267, 299, 87, 107]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.03,0.0,0.05,,0.0,0.75,0.19,,0.88,0.24,0.21,,0.04,0.01,0.45,,0.0,0.0,0.01,
0.03,0.0,0.09,,"[897, 257, 121, 152]","[267, 299, 88, 107]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.04,0.0,0.05,,0.01,0.83,0.19,,0.85,0.16,0.21,,0.07,0.0,0.45,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[898, 257, 119, 153]","[267, 299, 87, 105]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.02,0.0,0.05,,0.01,0.87,0.19,,0.86,0.13,0.21,,0.06,0.01,0.45,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[897, 257, 119, 152]","[267, 299, 87, 106]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.03,0.0,0.05,,0.01,0.83,0.19,,0.86,0.16,0.21,,0.06,0.01,0.45,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[897, 258, 119, 151]","[267, 299, 87, 106]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.02,0.0,0.05,,0.01,0.81,0.19,,0.86,0.17,0.21,,0.06,0.01,0.45,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[897, 258, 119, 151]","[267, 299, 87, 106]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.02,0.0,0.05,,0.01,0.82,0.19,,0.86,0.17,0.21,,0.06,0.01,0.45,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[897, 258, 119, 151]","[267, 299, 87, 106]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.02,0.0,0.05,,0.01,0.82,0.19,,0.86,0.17,0.21,,0.06,0.01,0.45,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[897, 258, 119, 151]","[267, 299, 87, 106]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.02,0.0,0.05,,0.01,0.82,0.19,,0.86,0.17,0.21,,0.06,0.01,0.45,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[897, 258, 119, 151]","[267, 299, 87, 106]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.02,0.0,0.05,,0.01,0.81,0.19,,0.87,0.17,0.23,,0.05,0.01,0.44,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[897, 258, 120, 151]","[267, 299, 87, 106]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.03,0.0,0.05,,0.01,0.82,0.19,,0.88,0.17,0.23,,0.04,0.01,0.44,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[897, 258, 120, 151]","[267, 299, 87, 106]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.03,0.0,0.05,,0.01,0.81,0.19,,0.88,0.18,0.23,,0.04,0.01,0.44,,0.0,0.0,0.01,
0.03,0.0,0.09,,"[897, 257, 119, 152]","[267, 300, 87, 104]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.02,0.0,0.05,,0.01,0.88,0.19,,0.89,0.11,0.23,,0.05,0.01,0.44,,0.0,0.0,0.01,
0.04,0.0,0.09,,"[897, 253, 124, 157]","[266, 298, 88, 107]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.02,0.0,0.05,,0.01,0.76,0.19,,0.89,0.23,0.23,,0.04,0.01,0.44,,0.0,0.0,0.01,
0.03,0.0,0.09,,"[897, 252, 125, 158]","[266, 298, 88, 107]","[1231, 124, 11, 13]",,0.0,0.0,0.0,,0.02,0.0,0.05,,0.01,0.77,0.19,,0.89,0.22,0.23,,0.05,0.01,0.44,,0.0,0.0,0.01,
0.03,0.0,,,"[897, 252, 125, 158]","[266, 298, 88, 107]",,,0.0,0.0,,,0.02,0.0,,,0.01,0.81,,,0.9,0.18,,,0.05,0.01,,,0.0,0.0,,
0.03,0.0,,,"[897, 252, 125, 158]","[266, 298, 88, 107]",,,0.0,0.0,,,0.02,0.0,,,0.01,0.81,,,0.9,0.18,,,0.05,0.01,,,0.0,0.0,,
0.03,0.0,,,"[897, 252, 125, 158]","[266, 298, 88, 107]",,,0.0,0.0,,,0.02,0.0,,,0.01,0.81,,,0.9,0.18,,,0.05,0.01,,,0.0,0.0,,
0.03,0.0,,,"[897, 252, 125, 158]","[266, 298, 88, 107]",,,0.0,0.0,,,0.02,0.0,,,0.01,0.81,,,0.9,0.18,,,0.05,0.01,,,0.0,0.0,,
0.03,0.0,,,"[897, 252, 125, 158]","[266, 298, 88, 107]",,,0.0,0.0,,,0.02,0.0,,,0.01,0.81,,,0.9,0.18,,,0.05,0.01,,,0.0,0.0,,
0.03,0.0,,,"[897, 252, 125, 158]","[265, 298, 89, 108]",,,0.0,0.0,,,0.02,0.0,,,0.01,0.91,,,0.9,0.09,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 254, 123, 157]","[266, 298, 89, 108]",,,0.0,0.0,,,0.02,0.0,,,0.0,0.88,,,0.91,0.11,,,0.04,0.0,,,0.0,0.0,,
0.04,0.0,,,"[898, 254, 124, 157]","[266, 297, 89, 109]",,,0.0,0.0,,,0.03,0.0,,,0.0,0.87,,,0.88,0.13,,,0.04,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 253, 123, 157]","[266, 297, 89, 108]",,,0.0,0.0,,,0.03,0.0,,,0.0,0.87,,,0.87,0.12,,,0.07,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 253, 123, 157]","[265, 297, 90, 109]",,,0.0,0.0,,,0.03,0.0,,,0.0,0.86,,,0.87,0.14,,,0.07,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 253, 123, 157]","[265, 297, 90, 109]",,,0.0,0.0,,,0.03,0.0,,,0.0,0.86,,,0.87,0.14,,,0.07,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 253, 123, 157]","[265, 297, 90, 109]",,,0.0,0.0,,,0.03,0.0,,,0.0,0.86,,,0.87,0.14,,,0.07,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 253, 123, 157]","[265, 297, 90, 109]",,,0.0,0.0,,,0.03,0.0,,,0.0,0.86,,,0.87,0.14,,,0.07,0.0,,,0.0,0.0,,
0.04,0.0,,,"[898, 254, 122, 154]","[266, 297, 88, 109]",,,0.0,0.0,,,0.03,0.0,,,0.01,0.88,,,0.88,0.12,,,0.04,0.0,,,0.0,0.0,,
0.06,0.0,0.1,,"[898, 254, 122, 155]","[265, 297, 89, 108]","[1231, 124, 11, 15]",,0.0,0.0,0.01,,0.04,0.0,0.08,,0.02,0.81,0.04,,0.82,0.18,0.21,,0.05,0.01,0.54,,0.0,0.0,0.01,
0.02,0.0,0.1,,"[898, 252, 122, 154]","[265, 296, 89, 109]","[1231, 124, 11, 15]",,0.0,0.0,0.01,,0.02,0.0,0.08,,0.01,0.83,0.04,,0.91,0.16,0.21,,0.03,0.0,0.54,,0.0,0.0,0.01,
0.02,0.0,0.1,,"[898, 252, 122, 154]","[265, 296, 89, 109]","[1231, 124, 11, 15]",,0.0,0.0,0.01,,0.02,0.0,0.08,,0.01,0.83,0.04,,0.9,0.16,0.21,,0.04,0.0,0.54,,0.0,0.0,0.01,
0.04,0.0,,,"[898, 255, 122, 153]","[265, 296, 89, 109]",,,0.0,0.0,,,0.03,0.0,,,0.01,0.85,,,0.87,0.15,,,0.05,0.0,,,0.0,0.0,,
0.02,0.0,,,"[897, 251, 120, 155]","[265, 297, 89, 108]",,,0.0,0.0,,,0.05,0.0,,,0.04,0.8,,,0.79,0.19,,,0.09,0.01,,,0.0,0.0,,
0.02,0.0,,,"[897, 251, 120, 155]","[265, 297, 89, 108]",,,0.0,0.0,,,0.05,0.0,,,0.04,0.81,,,0.79,0.18,,,0.09,0.01,,,0.0,0.0,,
0.02,0.0,,,"[897, 251, 120, 155]","[265, 297, 89, 108]",,,0.0,0.0,,,0.05,0.0,,,0.04,0.81,,,0.79,0.18,,,0.09,0.01,,,0.0,0.0,,
0.02,0.0,,,"[897, 251, 120, 155]","[265, 297, 89, 108]",,,0.0,0.0,,,0.05,0.0,,,0.04,0.81,,,0.79,0.18,,,0.09,0.01,,,0.0,0.0,,
0.02,0.0,,,"[897, 251, 120, 155]","[265, 297, 89, 108]",,,0.0,0.0,,,0.05,0.0,,,0.04,0.81,,,0.79,0.18,,,0.09,0.01,,,0.0,0.0,,
0.04,0.0,,,"[897, 252, 119, 148]","[266, 297, 89, 108]",,,0.0,0.0,,,0.06,0.0,,,0.06,0.85,,,0.72,0.14,,,0.12,0.01,,,0.0,0.0,,
0.06,0.0,0.1,,"[896, 250, 119, 147]","[266, 297, 89, 108]","[1231, 124, 11, 15]",,0.0,0.0,0.01,,0.04,0.0,0.09,,0.02,0.9,0.05,,0.72,0.09,0.22,,0.16,0.0,0.53,,0.0,0.0,0.01,
0.04,0.0,0.1,,"[896, 248, 119, 148]","[266, 297, 89, 108]","[1231, 124, 11, 15]",,0.0,0.0,0.01,,0.04,0.0,0.09,,0.04,0.88,0.05,,0.76,0.11,0.22,,0.12,0.0,0.53,,0.0,0.0,0.01,
0.05,0.0,,,"[896, 250, 119, 144]","[266, 297, 88, 108]",,,0.0,0.0,,,0.03,0.0,,,0.03,0.78,,,0.76,0.21,,,0.13,0.01,,,0.0,0.0,,
0.05,0.0,,,"[896, 250, 119, 144]","[265, 297, 89, 108]",,,0.0,0.0,,,0.03,0.0,,,0.04,0.77,,,0.76,0.22,,,0.12,0.01,,,0.0,0.0,,
0.05,0.0,,,"[896, 250, 119, 144]","[265, 297, 89, 108]",,,0.0,0.0,,,0.03,0.0,,,0.04,0.78,,,0.76,0.21,,,0.12,0.01,,,0.0,0.0,,
0.05,0.0,,,"[896, 250, 119, 144]","[266, 297, 88, 108]",,,0.0,0.0,,,0.03,0.0,,,0.04,0.78,,,0.76,0.21,,,0.12,0.01,,,0.0,0.0,,
0.05,0.0,,,"[896, 250, 119, 144]","[266, 297, 88, 108]",,,0.0,0.0,,,0.03,0.0,,,0.04,0.78,,,0.76,0.21,,,0.12,0.01,,,0.0,0.0,,
0.05,0.0,,,"[896, 250, 119, 144]","[266, 297, 88, 108]",,,0.0,0.0,,,0.03,0.0,,,0.04,0.78,,,0.76,0.21,,,0.12,0.01,,,0.0,0.0,,
0.04,0.0,,,"[897, 247, 118, 145]","[266, 294, 90, 112]",,,0.0,0.0,,,0.03,0.0,,,0.04,0.85,,,0.79,0.14,,,0.1,0.0,,,0.0,0.0,,
0.04,0.0,,,"[897, 247, 118, 145]","[266, 294, 90, 112]",,,0.0,0.0,,,0.03,0.0,,,0.04,0.85,,,0.79,0.14,,,0.1,0.0,,,0.0,0.0,,
0.04,0.0,0.11,,"[897, 247, 118, 145]","[266, 294, 90, 112]","[1231, 124, 11, 15]",,0.0,0.0,0.01,,0.03,0.0,0.1,,0.04,0.85,0.04,,0.79,0.14,0.2,,0.1,0.0,0.54,,0.0,0.0,0.01,
0.04,0.0,0.11,,"[897, 247, 118, 145]","[265, 294, 91, 112]","[1231, 124, 11, 15]",,0.0,0.0,0.01,,0.03,0.0,0.1,,0.04,0.86,0.04,,0.79,0.14,0.2,,0.1,0.0,0.54,,0.0,0.0,0.01,
0.03,0.0,0.11,,"[899, 248, 117, 145]","[264, 294, 91, 113]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.05,0.0,0.11,,0.06,0.9,0.01,,0.75,0.09,0.07,,0.1,0.01,0.69,,0.0,0.0,0.0,
0.03,0.0,0.11,,"[899, 248, 117, 145]","[264, 294, 91, 113]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.05,0.0,0.11,,0.06,0.9,0.01,,0.75,0.09,0.07,,0.1,0.01,0.69,,0.0,0.0,0.0,
0.04,0.0,0.1,,"[899, 248, 118, 146]","[265, 294, 89, 113]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.0,0.09,,0.04,0.91,0.03,,0.77,0.08,0.18,,0.1,0.01,0.59,,0.0,0.0,0.01,
0.04,0.0,,,"[900, 248, 116, 145]","[265, 293, 91, 114]",,,0.0,0.0,,,0.04,0.0,,,0.05,0.91,,,0.77,0.07,,,0.09,0.01,,,0.0,0.0,,
0.03,0.0,,,"[900, 249, 115, 144]","[265, 293, 90, 114]",,,0.0,0.0,,,0.05,0.0,,,0.05,0.93,,,0.78,0.06,,,0.09,0.0,,,0.0,0.0,,
0.04,0.0,,,"[901, 249, 115, 144]","[265, 293, 90, 114]",,,0.0,0.0,,,0.05,0.0,,,0.07,0.93,,,0.71,0.06,,,0.12,0.0,,,0.0,0.0,,
0.04,0.0,,,"[901, 249, 115, 144]","[265, 293, 90, 114]",,,0.0,0.0,,,0.05,0.0,,,0.07,0.93,,,0.71,0.06,,,0.12,0.0,,,0.0,0.0,,
0.04,0.04,,,"[901, 247, 115, 145]","[265, 293, 87, 114]",,,0.0,0.0,,,0.04,0.12,,,0.04,0.23,,,0.8,0.51,,,0.08,0.06,,,0.0,0.04,,
0.06,0.04,,,"[900, 248, 116, 145]","[265, 293, 87, 114]",,,0.0,0.0,,,0.06,0.12,,,0.04,0.2,,,0.77,0.54,,,0.06,0.06,,,0.0,0.04,,
0.06,0.04,,,"[901, 248, 116, 144]","[265, 293, 87, 114]",,,0.0,0.0,,,0.05,0.13,,,0.05,0.2,,,0.76,0.54,,,0.08,0.06,,,0.0,0.04,,
0.06,0.06,,,"[900, 247, 116, 146]","[265, 293, 87, 114]",,,0.0,0.0,,,0.06,0.14,,,0.02,0.18,,,0.78,0.52,,,0.09,0.06,,,0.0,0.04,,
0.07,0.06,,,"[901, 247, 116, 145]","[265, 293, 87, 114]",,,0.0,0.0,,,0.07,0.14,,,0.03,0.19,,,0.71,0.52,,,0.12,0.06,,,0.0,0.04,,
0.04,0.07,,,"[900, 246, 117, 147]","[264, 291, 87, 108]",,,0.0,0.0,,,0.05,0.06,,,0.04,0.03,,,0.78,0.75,,,0.08,0.08,,,0.0,0.01,,
0.04,0.08,,,"[900, 247, 116, 145]","[263, 289, 87, 112]",,,0.0,0.0,,,0.05,0.05,,,0.03,0.01,,,0.77,0.76,,,0.1,0.1,,,0.0,0.01,,
0.06,0.1,0.16,,"[900, 247, 116, 146]","[264, 290, 89, 110]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.07,0.11,0.07,,0.04,0.02,0.05,,0.73,0.51,0.1,,0.1,0.25,0.59,,0.0,0.01,0.02,
0.07,0.04,0.16,,"[900, 247, 116, 145]","[263, 292, 89, 110]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.07,0.03,0.06,,0.03,0.01,0.07,,0.71,0.84,0.11,,0.12,0.08,0.55,,0.0,0.0,0.03,
0.04,0.17,0.16,,"[899, 247, 117, 145]","[263, 287, 89, 113]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.04,0.04,0.06,,0.03,0.01,0.07,,0.8,0.66,0.11,,0.09,0.1,0.55,,0.0,0.01,0.03,
0.04,0.04,0.16,,"[899, 247, 117, 145]","[263, 292, 89, 110]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.04,0.03,0.06,,0.03,0.01,0.07,,0.79,0.84,0.11,,0.09,0.08,0.55,,0.0,0.0,0.03,
0.06,0.02,0.16,,"[900, 247, 116, 145]","[263, 292, 88, 110]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.07,0.02,0.07,,0.04,0.01,0.1,,0.72,0.9,0.13,,0.11,0.04,0.49,,0.0,0.0,0.04,
0.06,0.04,0.16,,"[900, 247, 116, 145]","[263, 292, 89, 110]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.06,0.03,0.07,,0.04,0.01,0.1,,0.72,0.86,0.13,,0.11,0.07,0.49,,0.0,0.0,0.04,
0.06,0.03,0.15,,"[900, 247, 116, 145]","[263, 293, 88, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.01,,0.07,0.04,0.07,,0.04,0.01,0.1,,0.73,0.85,0.13,,0.11,0.07,0.49,,0.0,0.0,0.04,
0.06,0.02,0.09,,"[900, 247, 116, 145]","[261, 294, 90, 110]","[1231, 123, 11, 15]",,0.0,0.0,0.01,,0.07,0.04,0.06,,0.04,0.03,0.11,,0.72,0.8,0.33,,0.11,0.12,0.39,,0.0,0.0,0.01,
0.05,0.01,0.08,,"[900, 247, 116, 145]","[261, 294, 90, 111]","[1231, 123, 12, 15]",,0.0,0.0,0.01,,0.07,0.02,0.06,,0.05,0.03,0.19,,0.72,0.82,0.2,,0.11,0.11,0.45,,0.0,0.0,0.02,
0.05,0.01,0.16,,"[900, 247, 116, 145]","[261, 294, 90, 111]","[1230, 123, 12, 15]",,0.0,0.0,0.01,,0.06,0.02,0.06,,0.04,0.04,0.1,,0.75,0.82,0.24,,0.1,0.11,0.43,,0.0,0.0,0.01,
0.07,0.02,0.17,,"[900, 247, 116, 147]","[261, 296, 89, 110]","[1230, 123, 12, 15]",,0.0,0.0,0.03,,0.06,0.03,0.05,,0.04,0.01,0.06,,0.76,0.84,0.2,,0.07,0.09,0.48,,0.0,0.0,0.0,
0.06,0.04,0.17,,"[900, 246, 117, 147]","[260, 295, 91, 114]","[1230, 123, 12, 15]",,0.0,0.0,0.03,,0.06,0.11,0.05,,0.03,0.01,0.06,,0.76,0.74,0.2,,0.09,0.08,0.48,,0.0,0.01,0.0,
0.08,0.04,0.17,,"[900, 247, 117, 147]","[260, 295, 91, 114]","[1230, 123, 12, 15]",,0.0,0.0,0.03,,0.07,0.11,0.05,,0.03,0.01,0.06,,0.73,0.74,0.2,,0.09,0.08,0.48,,0.0,0.01,0.0,
0.06,0.04,0.17,,"[900, 246, 117, 147]","[260, 295, 91, 114]","[1230, 123, 12, 15]",,0.0,0.0,0.03,,0.06,0.11,0.05,,0.03,0.01,0.06,,0.74,0.74,0.2,,0.1,0.08,0.48,,0.0,0.01,0.0,
0.06,0.04,0.17,,"[900, 246, 117, 147]","[260, 295, 91, 114]","[1230, 123, 12, 15]",,0.0,0.0,0.03,,0.06,0.11,0.05,,0.03,0.01,0.06,,0.74,0.74,0.2,,0.1,0.08,0.48,,0.0,0.01,0.0,
0.08,0.02,0.11,,"[901, 247, 116, 147]","[261, 293, 89, 112]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.07,0.05,0.06,,0.04,0.01,0.1,,0.7,0.82,0.34,,0.1,0.08,0.38,,0.0,0.01,0.01,
0.08,0.02,0.1,,"[901, 247, 116, 147]","[260, 292, 91, 114]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.08,0.06,0.05,,0.04,0.02,0.08,,0.68,0.82,0.36,,0.12,0.07,0.39,,0.0,0.01,0.01,
0.08,0.02,0.1,,"[901, 247, 116, 147]","[260, 292, 91, 114]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.08,0.06,0.05,,0.04,0.02,0.08,,0.68,0.82,0.36,,0.11,0.07,0.39,,0.0,0.01,0.01,
0.08,0.02,0.1,,"[901, 247, 116, 147]","[260, 292, 91, 114]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.08,0.06,0.05,,0.04,0.02,0.08,,0.68,0.82,0.36,,0.11,0.07,0.39,,0.0,0.01,0.01,
0.05,0.01,0.1,,"[901, 247, 116, 146]","[260, 292, 91, 114]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.07,0.06,0.05,,0.03,0.02,0.08,,0.72,0.83,0.36,,0.12,0.07,0.39,,0.0,0.01,0.01,
0.06,0.02,0.1,,"[901, 246, 115, 147]","[259, 292, 92, 115]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.06,0.08,0.05,,0.03,0.02,0.08,,0.73,0.77,0.36,,0.12,0.08,0.39,,0.0,0.02,0.01,
0.05,0.02,0.1,,"[901, 246, 116, 147]","[259, 292, 92, 115]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.07,0.08,0.05,,0.03,0.02,0.08,,0.71,0.77,0.36,,0.13,0.08,0.39,,0.0,0.02,0.01,
0.05,0.02,0.1,,"[901, 246, 116, 147]","[259, 292, 92, 115]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.07,0.08,0.05,,0.03,0.02,0.08,,0.71,0.77,0.36,,0.13,0.08,0.39,,0.0,0.02,0.01,
